species,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year
Momotus mexicanus,"28 Paseo de las Ceibas, Pinar de la Venta, Jalisco, MX (20.718, -103.527)",Jalisco,20.718262,-103.527,28/08/2020 00:00,28,8,2020
Momotus lessonii,Parque Ecológico El Monte,Yucatán,21.156528,-88.229294,13/12/2020 00:00,13,12,2020
Momotus coeruliceps,"Loma Escondida 65 Pitaya Coatepec, Veracruz, MX (19.507, -96.96)",Veracruz,19.50745,-96.959915,25/12/2020 00:00,25,12,2020
Momotus mexicanus,Parque Santa Cruz,Oaxaca,15.754263,-96.13236,23/12/2020 00:00,23,12,2020
Momotus lessonii,Mandinga--Camino al Panteón,Veracruz,19.038132,-96.066185,12/07/2020 00:00,12,7,2020
Momotus lessonii,Carretera Dzonot Carretero-Moctezuma,Yucatán,21.394344,-87.72189,09/12/2020 00:00,9,12,2020
Momotus lessonii,Bungalows Uribe,Veracruz,18.899353,-96.989746,27/12/2020 00:00,27,12,2020
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,31/12/2020 00:00,31,12,2020
Momotus coeruliceps,"Localidad desconocida - (19.513, -96.948)",Veracruz,19.51252,-96.94797,10/12/2020 00:00,10,12,2020
Momotus mexicanus,"San Andrés de la Cal, Morelos, MX (18.964, -99.106)",Morelos,18.963923,-99.10631,17/10/2020 00:00,17,10,2020
Momotus lessonii,HOME,Yucatán,21.02062,-89.61446,25/11/2020 00:00,25,11,2020
Momotus mexicanus,"Camino A Río Salado (Rancho Don JOBO) 9 may 2020 8:02 a. m.-17.656, -97.813",Oaxaca,17.655659,-97.81324,06/12/2020 00:00,6,12,2020
Momotus mexicanus,Zoológico Miguel Alvarez del Toro,Chiapas,16.724445,-93.09778,15/12/2020 00:00,15,12,2020
Momotus mexicanus,El Palillo,Nayarit,21.641354,-105.14133,31/12/2020 00:00,31,12,2020
Momotus mexicanus,Las Juntas y Los Veranos ,Jalisco,20.483728,-105.28052,16/12/2020 00:00,16,12,2020
Momotus lessonii,"Santuario del Cuevero, Veracruz, MX (18.922, -96.887)",Veracruz,18.922379,-96.887054,13/12/2020 00:00,13,12,2020
Momotus coeruliceps,Sabinos 6,San Luis Potosí,22.15175,-98.90808,08/09/2020 00:00,8,9,2020
Momotus mexicanus,Camino El Camalote,Nayarit,21.509796,-105.20655,26/12/2020 00:00,26,12,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,20/12/2020 00:00,20,12,2020
Momotus lessonii,Señor (pueblo),Quintana Roo,19.845217,-88.13692,01/02/2020 00:00,1,2,2020
Momotus lessonii,Chunyaxché (Pueblo),Quintana Roo,20.0774,-87.6147,21/10/2020 00:00,21,10,2020
Momotus mexicanus,Cerro de Caleras (privado),Colima,18.99373,-103.8621,26/11/2020 00:00,26,11,2020
Momotus coeruliceps,Tumbadero del águila,Veracruz,20.971111,-97.647224,31/12/2020 00:00,31,12,2020
Momotus coeruliceps,"Camino Al Camposanto, Jalpan de Serra, Querétaro, MX (21.205, -99.478)",Querétaro,21.204762,-99.47753,27/12/2020 00:00,27,12,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,10/12/2020 00:00,10,12,2020
Momotus lessonii,Zona Arqueológica Edzná,Campeche,19.59715,-90.23063,05/12/2020 00:00,5,12,2020
Momotus coeruliceps,Sabinos 6,San Luis Potosí,22.15175,-98.90808,22/09/2020 00:00,22,9,2020
Momotus mexicanus,"63734, Bahía de Banderas MX-NAY (20.7540,-105.3768)",Nayarit,20.753994,-105.376785,30/11/2020 00:00,30,11,2020
Momotus lessonii,xamaen 2,Quintana Roo,19.775888,-88.178764,26/05/2020 00:00,26,5,2020
Momotus mexicanus,Cerrito de La Capilla,Jalisco,19.780233,-104.37225,23/12/2020 00:00,23,12,2020
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,03/12/2020 00:00,3,12,2020
Momotus mexicanus,Playa Zipolite,Oaxaca,15.662835,-96.517876,24/12/2020 00:00,24,12,2020
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,11/12/2020 00:00,11,12,2020
Momotus lessonii,"12 nov. 2020 12:27 p. m.-16.257, -90.851",Chiapas,16.257181,-90.85117,18/03/2020 00:00,18,3,2020
Momotus lessonii,Nazar Centro Agroturistico,Veracruz,18.873428,-96.90016,21/11/2020 00:00,21,11,2020
Momotus mexicanus,Left Turn off 2 km from Tangolunda,Oaxaca,15.775447,-96.08154,22/02/2020 00:00,22,2,2020
Momotus mexicanus,"4S Calle la Villa, Tequila, Jalisco, MX (20.884, -103.844)",Jalisco,20.884491,-103.8445,14/12/2020 00:00,14,12,2020
Momotus lessonii,"J-94-Mundo Nuevo, Veracruz, MX (18.106, -94.356)",Veracruz,18.106276,-94.35556,07/11/2020 00:00,7,11,2020
Momotus mexicanus,"El Eden, Mismaloya",Jalisco,20.522211,-105.26059,21/12/2020 00:00,21,12,2020
Momotus lessonii,Sendero A Chan Kankabdzonot,Yucatán,20.581268,-88.826904,17/08/2020 00:00,17,8,2020
Momotus mexicanus,Playa Bacocho,Oaxaca,15.862738,-97.08643,27/12/2020 00:00,27,12,2020
Momotus lessonii,Reserva de la Biosfera Calakmul--Campamento Yaax'Che,Campeche,18.487082,-89.89912,19/11/2020 00:00,19,11,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,22/12/2020 00:00,22,12,2020
Momotus coeruliceps,"Camino al Ocotal, Acalapa, Puebla, MX (20.301, -98.094)",Puebla,20.301289,-98.0942,07/12/2020 00:00,7,12,2020
Momotus lessonii,"Los Sifones Y 500 Escalónes, Veracruz, MX (18.844, -97.072)",Veracruz,18.843714,-97.07166,12/12/2020 00:00,12,12,2020
Momotus lessonii,Reserva Natural Xocotitla,Veracruz,19.176048,-96.54095,30/11/2020 00:00,30,11,2020
Momotus mexicanus,PN Cañón del Sumidero--Entrada,Chiapas,16.796171,-93.09516,12/01/2020 00:00,12,1,2020
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,26/11/2020 00:00,26,11,2020
Momotus lessonii,Nazar Centro Agroturistico,Veracruz,18.873428,-96.90016,21/11/2020 00:00,21,11,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,14/12/2020 00:00,14,12,2020
Momotus coeruliceps,"Parque El Haya (19.5213,-96.9418)",Veracruz,19.521282,-96.94177,10/11/2020 00:00,10,11,2020
Momotus lessonii,Cenote Verde Lucero,Quintana Roo,20.860767,-87.06563,07/11/2020 00:00,7,11,2020
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,31/12/2020 00:00,31,12,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,15/11/2020 00:00,15,11,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,13/10/2020 00:00,13,10,2020
Momotus lessonii,Siyaj Chan - Área Conservación,Chiapas,16.805855,-90.89929,06/10/2020 00:00,6,10,2020
Momotus mexicanus,Arroyo Careyes,Jalisco,19.44116,-105.02626,22/11/2020 00:00,22,11,2020
Momotus lessonii,Sendero Parcelas-Tsitsilché,Yucatán,20.600824,-88.81682,02/10/2020 00:00,2,10,2020
Momotus lessonii,Ek Balam (pueblo),Yucatán,20.893196,-88.14436,15/11/2020 00:00,15,11,2020
Momotus mexicanus,"26 Calle la Villa, Tequila, Jalisco, MX (20.882, -103.846)",Jalisco,20.882446,-103.84642,21/10/2020 00:00,21,10,2020
Momotus mexicanus,Parque Ecoarqueológico de Bocana Copalita,Oaxaca,15.789116,-96.053955,23/02/2020 00:00,23,2,2020
Momotus mexicanus,"4S Calle la Villa, Tequila, Jalisco, MX (20.884, -103.844)",Jalisco,20.884491,-103.8445,22/12/2020 00:00,22,12,2020
Momotus lessonii,"Unnamed Road, Quintana Roo, MX (20.488, -87.769)",Quintana Roo,20.48758,-87.7685,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"Camino al Tizate, Bahía de Banderas MX-NAY (20.7631,-105.3663)",Nayarit,20.763088,-105.366264,27/12/2020 00:00,27,12,2020
Momotus mexicanus,"Jalisco, MX (20.511, -105.329)",Jalisco,20.511206,-105.32895,08/11/2020 00:00,8,11,2020
Momotus mexicanus,PN Cañón del Sumidero,Chiapas,16.833544,-93.068535,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"Selva Sur  Sayulita,Nay,Mex",Nayarit,20.859463,-105.44645,13/12/2020 00:00,13,12,2020
Momotus lessonii,"Estación de Vigilancia El Conejo, Balam-Kú",Campeche,18.470943,-90.200584,14/11/2020 00:00,14,11,2020
Momotus lessonii,"Unnamed Road, Kiní, Yucatán, MX (21.138, -89.314)",Yucatán,21.137802,-89.314354,05/12/2020 00:00,5,12,2020
Momotus mexicanus,Los Lomas,Nayarit,20.929363,-105.37742,28/12/2020 00:00,28,12,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,18/10/2020 00:00,18,10,2020
Momotus mexicanus,camino vecinal buena vista,Colima,19.269205,-103.58092,24/10/2020 00:00,24,10,2020
Momotus mexicanus,El Palillo,Nayarit,21.641354,-105.14133,31/12/2020 00:00,31,12,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,20/12/2020 00:00,20,12,2020
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,06/12/2020 00:00,6,12,2020
Momotus coeruliceps,Laguna del Castillo,Veracruz,19.539238,-96.860016,12/12/2020 00:00,12,12,2020
Momotus mexicanus,Reserva Ecológica UAS El Mineral de Nuestra Señora de La Candelaria,Sinaloa,24.403305,-106.61083,09/05/2020 00:00,9,5,2020
Momotus mexicanus,Atoyac de Álvarez,Guerrero,17.188791,-100.43782,13/10/2020 00:00,13,10,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,14/10/2020 00:00,14,10,2020
Momotus mexicanus,"28 Paseo de las Ceibas, Pinar de la Venta, Jalisco, MX (20.718, -103.527)",Jalisco,20.718262,-103.527,26/07/2020 00:00,26,7,2020
Momotus mexicanus,Reserva Ecológica Nuestra Señora Mundo Natural,Sinaloa,24.403736,-106.61004,28/11/2020 00:00,28,11,2020
Momotus mexicanus,Jardín Botánico Vallarta,Jalisco,20.465395,-105.29258,13/12/2020 00:00,13,12,2020
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,20/12/2020 00:00,20,12,2020
Momotus lessonii,"Tekit Yucatán, MX (20.563, -89.285)",Yucatán,20.563116,-89.285416,29/11/2020 00:00,29,11,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,21/10/2020 00:00,21,10,2020
Momotus mexicanus,"26 Calle la Villa, Tequila, Jalisco, MX (20.882, -103.846)",Jalisco,20.882446,-103.84642,27/11/2020 00:00,27,11,2020
Momotus lessonii,PN Cañón del Sumidero,Chiapas,16.833544,-93.068535,18/10/2020 00:00,18,10,2020
Momotus coeruliceps,Los Sabinos 1,San Luis Potosí,22.13925,-98.928276,05/10/2020 00:00,5,10,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,01/12/2020 00:00,1,12,2020
Momotus mexicanus,"61Monte Calvario, La Cruz de Juanacaxtle",Nayarit,20.753786,-105.37983,09/05/2020 00:00,9,5,2020
Momotus mexicanus,Las Presitas,Jalisco,20.439491,-103.9274,28/12/2020 00:00,28,12,2020
Momotus mexicanus,Camino a Piscila,Colima,19.18572,-103.700005,19/03/2020 00:00,19,3,2020
Momotus mexicanus,Las Palmas Road,Jalisco,20.29114,-103.30052,28/12/2020 00:00,28,12,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,17/10/2020 00:00,17,10,2020
Momotus lessonii,APFF CHAN-KIN -- MIRADOR,Chiapas,16.61086,-90.70885,11/10/2020 00:00,11,10,2020
Momotus mexicanus,Camino a San Antonio--tropical dry forest 16.4802x-94.2087,Oaxaca,16.480207,-94.20866,17/10/2020 00:00,17,10,2020
Momotus mexicanus,Camino Provincia,Jalisco,20.396257,-105.30324,13/12/2020 00:00,13,12,2020
Momotus mexicanus,Camino al rancho Tajeli,Colima,19.243477,-103.66133,16/10/2020 00:00,16,10,2020
Momotus mexicanus,Reserva Ecológica Sierra de San Juan--Sendero Tepic a La Batea,Nayarit,21.504225,-104.92804,23/12/2020 00:00,23,12,2020
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,21/10/2020 00:00,21,10,2020
Momotus mexicanus,"Bunting spot. (16.3119,-93.8724)",Chiapas,16.311901,-93.87236,20/01/2020 00:00,20,1,2020
Momotus lessonii,Carretera San Felipe-Panabá,Yucatán,21.42266,-88.24523,06/11/2020 00:00,6,11,2020
Momotus lessonii,Carretera Telchac Puerto-Dzilam de Bravo,Yucatán,21.385115,-88.92458,30/12/2020 00:00,30,12,2020
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,17/12/2020 00:00,17,12,2020
Momotus mexicanus,Pinar de la Venta (pueblo),Jalisco,20.72025,-103.51909,21/07/2020 00:00,21,7,2020
Momotus lessonii,"Selva Cárstica, Ejido 24 De Febrero, Jesús Carranza,Veracruz, MX",Veracruz,17.22811,-94.76453,25/11/2020 00:00,25,11,2020
Momotus mexicanus,"7 nov. 2020 10:16-18.871, -99.042",Morelos,18.87128,-99.04156,25/11/2020 00:00,25,11,2020
Momotus mexicanus,PN Cañón del Sumidero--Entrada,Chiapas,16.796171,-93.09516,17/10/2020 00:00,17,10,2020
Momotus mexicanus,Cerro de Caleras (privado),Colima,18.99373,-103.8621,21/08/2020 00:00,21,8,2020
Momotus lessonii,Pichucalco--Ribera El Cerro,Chiapas,17.494484,-93.12921,25/11/2020 00:00,25,11,2020
Momotus mexicanus,"El Nogalito, Jalisco, MX (20.562, -105.249)",Jalisco,20.562443,-105.24851,16/12/2020 00:00,16,12,2020
Momotus mexicanus,Arroyo Los Izotes (acceso restringido),Nayarit,20.907583,-105.39715,08/11/2020 00:00,8,11,2020
Momotus mexicanus,Cerro de Caleras (privado),Colima,18.99373,-103.8621,14/12/2020 00:00,14,12,2020
Momotus mexicanus,Presa Buenavista del Monte,Morelos,18.937698,-99.30755,30/12/2020 00:00,30,12,2020
Momotus lessonii,Parque Ecológico Jaguaroundi,Veracruz,18.103716,-94.35882,11/10/2020 00:00,11,10,2020
Momotus lessonii,"Porvenir-near entronque montane forest (acceso restringido, se necesita permiso del Comisariado Ejidal)",Oaxaca,16.729897,-95.5245,27/10/2020 00:00,27,10,2020
Momotus lessonii,"Naranjal Poniente, Quintana Roo, MX (19.362, -88.46)",Quintana Roo,19.362133,-88.46017,08/11/2020 00:00,8,11,2020
Momotus lessonii,Zona Arqueológica Edzná,Campeche,19.59715,-90.23063,31/10/2020 00:00,31,10,2020
Momotus lessonii,Zona Arqueológica Cobá,Quintana Roo,20.490698,-87.731705,30/12/2020 00:00,30,12,2020
Momotus lessonii,"Santuario del Cuevero, Veracruz, MX (18.922, -96.887)",Veracruz,18.922379,-96.887054,13/12/2020 00:00,13,12,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,16/10/2020 00:00,16,10,2020
Momotus mexicanus,W Nepantla,México,18.981441,-98.85898,23/09/2020 00:00,23,9,2020
Momotus lessonii,Pichucalco--Ribera El Cerro,Chiapas,17.494484,-93.12921,31/12/2020 00:00,31,12,2020
Momotus lessonii,PN Cañón del Sumidero--Mirador Los Chiapas,Chiapas,16.828516,-93.095184,17/10/2020 00:00,17,10,2020
Momotus mexicanus,Residencial Las Parotas,Colima,19.279448,-103.71545,06/11/2020 00:00,6,11,2020
Momotus lessonii,Reserva Estatal Balamkú,Campeche,18.383509,-90.171455,29/10/2020 00:00,29,10,2020
Momotus lessonii,Sendero Cerca a Labná,Yucatán,20.176886,-89.57648,24/10/2020 00:00,24,10,2020
Momotus mexicanus,"Santa María Tierra Blanca, Oaxaca, MX (17.044, -97.969)",Oaxaca,17.044058,-97.96946,30/11/2020 00:00,30,11,2020
Momotus mexicanus,Reserva Ecológica Nuestra Señora Mundo Natural,Sinaloa,24.403736,-106.61004,17/10/2020 00:00,17,10,2020
Momotus lessonii,"El Conejo, Balamkú, Campeche, MX (18.464, -90.199)",Campeche,18.46392,-90.19871,11/11/2020 00:00,11,11,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,06/10/2020 00:00,6,10,2020
Momotus mexicanus,Guamuchil,Nayarit,20.815935,-105.3765,26/11/2020 00:00,26,11,2020
Momotus mexicanus,"18 Calle de Las Zarzas, (18.569, -99.606)",Guerrero,18.569397,-99.60653,06/10/2020 00:00,6,10,2020
Momotus mexicanus,Sendero el Candelabro (acceso restringido),Oaxaca,15.809492,-96.07491,30/12/2020 00:00,30,12,2020
Momotus mexicanus,Tecuitata (pueblo),Nayarit,21.451454,-105.145676,23/12/2020 00:00,23,12,2020
Momotus mexicanus,"Nayarit, MX (20.822, -105.466)",Nayarit,20.82198,-105.46563,29/11/2020 00:00,29,11,2020
Momotus mexicanus,"63734, Bahía de Banderas MX-NAY (20.7540,-105.3768)",Nayarit,20.753994,-105.376785,31/12/2020 00:00,31,12,2020
Momotus mexicanus,Bejucos,Guerrero,18.772068,-100.42659,20/12/2020 00:00,20,12,2020
Momotus mexicanus,Hotel Las Brisas Huatulco,Oaxaca,15.765244,-96.09944,22/02/2020 00:00,22,2,2020
Momotus mexicanus,MAZUNTE PUEBLO,Oaxaca,15.666268,-96.55184,19/12/2020 00:00,19,12,2020
Momotus mexicanus,Arroyo Los Izotes (acceso restringido),Nayarit,20.907583,-105.39715,21/12/2020 00:00,21,12,2020
Momotus mexicanus,"Candelabro Trail, Oaxaca, MX (15.81, -96.076)",Oaxaca,15.810157,-96.07565,30/12/2020 00:00,30,12,2020
Momotus coeruliceps,Los Pames 06,San Luis Potosí,22.231833,-98.93025,22/08/2020 00:00,22,8,2020
Momotus coeruliceps,"Cerro Agujerado, Camino real a Tula, Cd. Victoria, Tamaulipas",Tamaulipas,23.63085,-99.1997,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"3723 Barranca de Oblatos, Guadalajara, Jalisco, MX (20.702, -103.277)",Jalisco,20.701864,-103.276764,19/12/2020 00:00,19,12,2020
Momotus lessonii,Jardín Bepensa,Yucatán,20.982677,-89.66539,11/11/2020 00:00,11,11,2020
Momotus mexicanus,Trepatroncos Campamentos,Chiapas,16.872341,-93.3255,25/10/2020 00:00,25,10,2020
Momotus mexicanus,PN Volcán Nevado de Colima--Camino Microondas,Jalisco,19.534513,-103.52827,26/09/2020 00:00,26,9,2020
Momotus coeruliceps,Las Yeguas 02,San Luis Potosí,22.272667,-98.9472,16/08/2020 00:00,16,8,2020
Momotus coeruliceps,"Parque Ecológico Macuiltépetl, Xalapa-Enríquez MX-VER 19.54702, -96.92001",Veracruz,19.547022,-96.92001,15/11/2020 00:00,15,11,2020
Momotus mexicanus,"8 sep. 2020 5:23 p. m.-15.793, -96.101",Oaxaca,15.793123,-96.10106,05/09/2020 00:00,5,9,2020
Momotus lessonii,"Unnamed Road, Veracruz, MX (19.041, -96.013)",Veracruz,19.041166,-96.01282,26/08/2020 00:00,26,8,2020
Momotus mexicanus,camino vecinal buena vista,Colima,19.269205,-103.58092,24/10/2020 00:00,24,10,2020
Momotus mexicanus,"Camino Patzcuaro a Cerro del Mono Sayulita Nay,Mex",Nayarit,20.83981,-105.457756,18/10/2020 00:00,18,10,2020
Momotus lessonii,Jardín Bepensa,Yucatán,20.982677,-89.66539,30/12/2020 00:00,30,12,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,27/01/2020 00:00,27,1,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,12/12/2020 00:00,12,12,2020
Momotus mexicanus,Playa Colomitos,Jalisco,20.511686,-105.32662,22/11/2020 00:00,22,11,2020
Momotus lessonii,Chunyaxché (Pueblo),Quintana Roo,20.0774,-87.6147,28/11/2020 00:00,28,11,2020
Momotus lessonii,Sendero Cerca a Labná,Yucatán,20.176886,-89.57648,24/10/2020 00:00,24,10,2020
Momotus mexicanus,Camino a San Marcos Necoxtla,Puebla,18.416327,-97.36832,25/10/2020 00:00,25,10,2020
Momotus mexicanus,"Zihuapoloya, Guerrero",Guerrero,16.712303,-98.860954,23/09/2020 00:00,23,9,2020
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,25/11/2020 00:00,25,11,2020
Momotus mexicanus,La Toma,Oaxaca,16.629057,-94.756004,08/11/2020 00:00,8,11,2020
Momotus lessonii,"Hopelchen-Uman, Santa Elena, Yucatán, MX (20.377, -89.772)",Yucatán,20.377092,-89.77213,22/10/2020 00:00,22,10,2020
Momotus mexicanus,"22 Calle Prolongación Ignacio De Allende, Jiutepec, Morelos, MX (18.901, -99.205)",Morelos,18.900612,-99.205315,13/10/2020 00:00,13,10,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,29/09/2020 00:00,29,9,2020
Momotus lessonii,Reserva de la Biosfera Calakmul--Campamento Yaax'Che,Campeche,18.487082,-89.89912,19/11/2020 00:00,19,11,2020
Momotus lessonii,"Unnamed Road, Veracruz, MX (19.048, -96.014)",Veracruz,19.047625,-96.014015,25/08/2020 00:00,25,8,2020
Momotus mexicanus,Parque La Colorado,Sonora,27.015205,-108.9515,06/08/2020 00:00,6,8,2020
Momotus mexicanus,Salto de Tzumpantitlán,México,18.790018,-99.66519,31/12/2020 00:00,31,12,2020
Momotus lessonii,Reserva de la Biosfera Ría Lagartos,Yucatán,21.59238,-88.18543,09/09/2020 00:00,9,9,2020
Momotus mexicanus,"Camino a San Antonio TDF (16.4660,-94.2295)",Oaxaca,16.466034,-94.22954,17/10/2020 00:00,17,10,2020
Momotus mexicanus,"Jardín Botánico, Chilpancingo",Guerrero,17.537415,-99.495094,11/11/2020 00:00,11,11,2020
Momotus mexicanus,Bosque los Colomos,Jalisco,20.709274,-103.39626,08/10/2020 00:00,8,10,2020
Momotus mexicanus,"Camino a Río Hormiga, Morelos, MX (18.82, -99.298)",Morelos,18.819607,-99.29777,24/10/2020 00:00,24,10,2020
Momotus coeruliceps,"10 Calle Galeana, Túxpam de Rodríguez Cano, Veracruz, MX (20.967, -97.417)",Veracruz,20.967419,-97.41676,28/12/2020 00:00,28,12,2020
Momotus coeruliceps,"Huatusco - Xalapa, Veracruz, MX (19.447, -96.928)",Veracruz,19.446527,-96.92828,22/10/2020 00:00,22,10,2020
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,22/09/2020 00:00,22,9,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,29/09/2020 00:00,29,9,2020
Momotus lessonii,"Dos Naciones, Campeche",Campeche,17.969114,-89.33672,20/11/2020 00:00,20,11,2020
Momotus lessonii,Zona Arqueológica Xlapak,Yucatán,20.174845,-89.60615,24/10/2020 00:00,24,10,2020
Momotus lessonii,APFF CHAN-KIN -- CHINCHILLA,Chiapas,16.741856,-90.750725,19/09/2020 00:00,19,9,2020
Momotus mexicanus,"Boulevard Federación, Nayarit, MX (20.734, -105.26)",Nayarit,20.733604,-105.26005,17/12/2020 00:00,17,12,2020
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,16/12/2020 00:00,16,12,2020
Momotus mexicanus,Vertedor,Chiapas,16.364887,-92.40529,17/10/2020 00:00,17,10,2020
Momotus lessonii,"Monumento Natural Yaxchilan.  Torre El Duende.861, -90.982",Chiapas,16.861143,-90.98204,15/08/2020 00:00,15,8,2020
Momotus lessonii,"Quintana Roo, MX (20.86, -87.126)",Quintana Roo,20.860134,-87.126396,13/09/2020 00:00,13,9,2020
Momotus lessonii,Camino a Área de Conservación El Zapotal,Yucatán,21.278109,-87.607864,14/09/2020 00:00,14,9,2020
Momotus lessonii,"El Ecologe Nahá, Chiapas, MX (16.976, -91.58)",Chiapas,16.975826,-91.58016,10/12/2020 00:00,10,12,2020
Momotus mexicanus,"Carretera Mascota-Santiago de Pinos, San Sebastián del Oeste MX-JAL 20.76541, -104.86656",Jalisco,20.76541,-104.866554,04/09/2020 00:00,4,9,2020
Momotus mexicanus,Reserva Ecológica UAS El Mineral de Nuestra Señora de La Candelaria,Sinaloa,24.403305,-106.61083,29/09/2020 00:00,29,9,2020
Momotus lessonii,Villas Ecotucan,Quintana Roo,18.732037,-88.35324,19/12/2020 00:00,19,12,2020
Momotus mexicanus,Atoyac de Álvarez,Guerrero,17.2004,-100.43888,01/11/2020 00:00,1,11,2020
Momotus coeruliceps,Parque lineal Quetzalapan-Sedeño,Veracruz,19.578815,-96.92823,12/11/2020 00:00,12,11,2020
Momotus lessonii,Heroes-Techoh,Yucatán,20.984715,-89.52072,09/05/2020 00:00,9,5,2020
Momotus mexicanus,Playa Bacocho,Oaxaca,15.862738,-97.08643,06/09/2020 00:00,6,9,2020
Momotus mexicanus,"4S Calle la Villa, Tequila, Jalisco, MX (20.884, -103.844)",Jalisco,20.884491,-103.8445,18/12/2020 00:00,18,12,2020
Momotus lessonii,Sendero Cerca a Labná,Yucatán,20.176886,-89.57648,24/10/2020 00:00,24,10,2020
Momotus mexicanus,Parque La Colorado,Sonora,27.015205,-108.9515,01/08/2020 00:00,1,8,2020
Momotus lessonii,ADVC La Esmeralda – Camino al Mirador,Oaxaca,17.146296,-94.764946,13/11/2020 00:00,13,11,2020
Momotus lessonii,Sendero Cenote Azul-Yaxca,Yucatán,20.582937,-88.83269,08/07/2020 00:00,8,7,2020
Momotus lessonii,"San Francisco (torre de internet) 17.36690, -91.70248",Chiapas,17.3669,-91.70248,09/10/2020 00:00,9,10,2020
Momotus mexicanus,"Valle Ayutita(19.8, -104.37)",Jalisco,19.800222,-104.37009,13/12/2020 00:00,13,12,2020
Momotus mexicanus,Camino Sierra Paraiso,Jalisco,20.38299,-105.31562,01/12/2020 00:00,1,12,2020
Momotus coeruliceps,"Unnamed Road, Mahuixtlán, Veracruz, MX (19.419, -96.928)",Veracruz,19.419184,-96.9277,26/08/2020 00:00,26,8,2020
Momotus mexicanus,Zapotitlan Salinas (pueblo),Puebla,18.32739,-97.47448,05/10/2020 00:00,5,10,2020
Momotus mexicanus,San Pancho area,Nayarit,20.9004,-105.4118,19/02/2020 00:00,19,2,2020
Momotus mexicanus,"Unnamed Road, Jalisco, MX (20.761, -104.842)",Jalisco,20.760893,-104.842,14/09/2020 00:00,14,9,2020
Momotus mexicanus,"38 Calle Niño Perdido, Cuautla, Morelos, MX (18.819, -98.934)",Morelos,18.819197,-98.93429,19/11/2020 00:00,19,11,2020
Momotus lessonii,Zona Arqueológica Cobá,Quintana Roo,20.490698,-87.731705,30/12/2020 00:00,30,12,2020
Momotus lessonii,"Los Sifones Y 500 Escalónes, Veracruz, MX (18.844, -97.072)",Veracruz,18.843714,-97.07166,12/12/2020 00:00,12,12,2020
